Name	Description	Link	Google Link
admin | Hillside Food Outreach | Feeding Families | Page 2	"12 May 2015 ... “”A BIG thank you to The National Letter Carriers association for your recent food 
drive. We are so grateful for all they have done and continue ..."	http://hillsidefoodoutreach.org/author/admin/page/2/	http://www.google.com/url?q=http://hillsidefoodoutreach.org/author/admin/page/2/&sa=U&ved=0ahUKEwj8huCbtIfWAhUMtY8KHU89Anc4ChAWCDAwBw&usg=AFQjCNGzk_Zd80yQPpQDsXhUFo0rJjN1Mg
Food Safety Outreach Program | National Sustainable Agriculture ...	"The Food Safety Outreach Program (FSOP) funds outreach, education, training, 
and technical assistance projects that directly assist small and mid-sized farms, ..."	http://sustainableagriculture.net/publications/grassrootsguide/food-safety/food-safety-training-program/	http://www.google.com/url?q=http://sustainableagriculture.net/publications/grassrootsguide/food-safety/food-safety-training-program/&sa=U&ved=0ahUKEwj8huCbtIfWAhUMtY8KHU89Anc4ChAWCDMwCA&usg=AFQjCNG2iJX2UZLwYLUFZ3ujblQwPdK4oA
Food Safety | Indigenous Food and Agriculture Initiative	"Local Producers: National Farmers Union Foundation will establish the Local 
Food Producer Outreach, Education, and Training to Enhance Food Safety and ..."	http://indigenousfoodandag.com/food-safety/	http://www.google.com/url?q=http://indigenousfoodandag.com/food-safety/&sa=U&ved=0ahUKEwj8huCbtIfWAhUMtY8KHU89Anc4ChAWCDkwCQ&usg=AFQjCNFcvZSQ0XCJFqSlCm-ecZkK-O1DiA
Food Policy Action | FPA | FoodPolicyAction.org	"Food Policy Action's mission is to highlight the importance of food policy and to ... 
through education and publication of the National Food Policy Scorecard."	http://foodpolicyaction.org/	http://www.google.com/url?q=http://foodpolicyaction.org/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFggTMAA&usg=AFQjCNFxhIVaDmkMTqqREVwgGB3P3N1NDw
Food Advocacy: The Ultimate Guide to Getting Involved - The Atlantic	"6 Jul 2011 ... Food Advocacy: The Ultimate Guide to Getting Involved ... National Alliance for 
Nutrition and Activity (NANA). School Food. Jonathan Ernst/ ..."	https://www.theatlantic.com/health/archive/2011/07/food-advocacy-the-ultimate-guide-to-getting-involved/241455/	http://www.google.com/url?q=https://www.theatlantic.com/health/archive/2011/07/food-advocacy-the-ultimate-guide-to-getting-involved/241455/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFggZMAE&usg=AFQjCNGmQb4IajkdR-owP_rM5wKoWRcz2w
40 Organizations That Are Shaking Up the Food System – Food Tank	"23 May 2013 ... Center for Food Safety (United States) – The Center for Food Safety is a non-
profit advocacy organization that promotes food systems that are ..."	https://foodtank.com/news/2013/05/forty-organizations-that-are-shaking-up-the-food-system/	http://www.google.com/url?q=https://foodtank.com/news/2013/05/forty-organizations-that-are-shaking-up-the-food-system/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFggfMAI&usg=AFQjCNEYn38jRuzuJBWMiH5QlNZOejJIuw
Organizations Committed to Food Advocacy and Changing Food ...	"16 Oct 2016 ... Their mission: “Center for Food Safety (CFS) is a national non-profit public 
interest and environmental advocacy organization working to protect ..."	http://www.dietdetective.com/8386-2/	http://www.google.com/url?q=http://www.dietdetective.com/8386-2/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFgglMAM&usg=AFQjCNFleb-AbiAbLgh9xaNnWHd9dtA0rw
Food Policy | Food Secure Canada	"After fifteen years of advocacy, the Government of Canada has launched ... Five 
Big Ideas for a Better Food System around national food policy consultations."	https://foodsecurecanada.org/policy-advocacy	http://www.google.com/url?q=https://foodsecurecanada.org/policy-advocacy&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFggwMAY&usg=AFQjCNHnnrH8O1YAGE5uXSjqN_pmQaA3_A
Guidelines for Developing and Implementing a National Food Safety ...	"Chapter 2: Situation Analysis of National Food Control Systems . ..... policy and 
plan development processes as well as play an advocacy role in the."	http://www.afro.who.int/sites/default/files/2017-06/developing-and-implementing-national-food--main-english-final.pdf	http://www.google.com/url?q=http://www.afro.who.int/sites/default/files/2017-06/developing-and-implementing-national-food--main-english-final.pdf&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFgg1MAc&usg=AFQjCNGl6mQyQG3-Txy6zKVjXUvIbcNQfA
Food Politics by Marion Nestle » Advocacy	"21 Jul 2017 ... Healthy Food America is relatively new on the food advocacy scene but I ... of 
calls for a national food policy, the most contentious controversies ..."	http://www.foodpolitics.com/tag/advocacy/	http://www.google.com/url?q=http://www.foodpolitics.com/tag/advocacy/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFgg6MAg&usg=AFQjCNH4jOGJ7MIBbU7uxhVJNaSFTvjbCA
Food Nonprofits Making A Difference | Food Politic	"30 Aug 2013 ... The Center for Food Safety- This national public interest group works to ... 
advocacy organization has been fighting for better nutrition and food ..."	http://www.foodpolitic.com/food-nonprofits-making-a-difference/	http://www.google.com/url?q=http://www.foodpolitic.com/food-nonprofits-making-a-difference/&sa=U&ved=0ahUKEwjFvKuhtIfWAhVLv48KHV0XDoEQFghBMAk&usg=AFQjCNEtBg1-RCPIPsQqWMKk65egoJBWhw
Toward a Healthy Sustainable Food System	"Overlapping food systems serve local, regional, national, and global levels; ..... 
Available at: www.apha.org/advocacy/policy/policysearch/default.htm?id=1343."	https://www.apha.org/policies-and-advocacy/public-health-policy-statements/policy-database/2014/07/29/12/34/toward-a-healthy-sustainable-food-system	http://www.google.com/url?q=https://www.apha.org/policies-and-advocacy/public-health-policy-statements/policy-database/2014/07/29/12/34/toward-a-healthy-sustainable-food-system&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCBowAQ&usg=AFQjCNHjkKCtYouVzgqFq3cWX60xEkkQog
Advocacy Capacity Building Project — Food is Medicine Coalition	"The Advocacy Capacity Building Project (ACBP), begun in 2011, is made 
possible ... to have a voice in national advocacy for services for our vulnerable 
clients."	http://www.fimcoalition.org/advocacy-capacity-building-project/	http://www.google.com/url?q=http://www.fimcoalition.org/advocacy-capacity-building-project/&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCCAwAg&usg=AFQjCNHT1sItFTnJX65IQMV1h0-pEEJEmA
National Alliance for Nutrition and Activity | Center for Science in the ...	"After a decade of national, state, and local advocacy to improve the nutritional 
quality of school foods, the NANA coalition led the successful effort to pass the ..."	https://cspinet.org/national-alliance-nutrition-and-activity	http://www.google.com/url?q=https://cspinet.org/national-alliance-nutrition-and-activity&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCCUwAw&usg=AFQjCNEBuJ3vRvqJvK_sQN9XTmGcC7XOvw
Training and advocacy materials - Food and Agriculture ...	"Filtered by category: Training and advocacy materials ... debates emerged during 
the development and adoption of the India's National Food Security Act (2013), ..."	http://www.fao.org/righttofood/publications/en/?tx_mblnewsevent_organizer=19848	http://www.google.com/url?q=http://www.fao.org/righttofood/publications/en/%3Ftx_mblnewsevent_organizer%3D19848&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCCowBA&usg=AFQjCNG8Ggb7eor_miIXKPJu1OKjW9vJmg
Street Food Advocacy | National Association of Street Vendors of ...	"NASVI's advocacy for the street food vendors gets reflected in many court ... of the 
street food vendors is in the case of National Association of Street Vendors of ..."	http://nasvinet.org/newsite/street-food-advocacy/	http://www.google.com/url?q=http://nasvinet.org/newsite/street-food-advocacy/&sa=U&ved=0ahUKEwjgsOChtIfWAhWIqo8KHfY-DCg4ChAWCDAwBQ&usg=AFQjCNEqGIOZwMT4s2wgt8c1VoOpOaVPXw
List of competent organisations - European Food Safety Authority	"Institute of Cryobiology and Food Technology (ICFT). 6. ... in the Search Tool of 
the Article 36 Database to: all Article 36 organisations, EFSA national Focal."	https://www.efsa.europa.eu/sites/default/files/assets/art36listg.pdf	http://www.google.com/url?q=https://www.efsa.europa.eu/sites/default/files/assets/art36listg.pdf&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFghIMAc&usg=AFQjCNHvOPHv7ciETCgPSRl7roF4hef2pQ
National Food Organisations Archives - Food Newcastle : Food ...	"We advocate food and agriculture policies and practices that enhance the health 
and welfare of people and animals, improve the working and living ..."	http://www.foodnewcastle.org/download-types/national-food-organisations/	http://www.google.com/url?q=http://www.foodnewcastle.org/download-types/national-food-organisations/&sa=U&ved=0ahUKEwjo5pOptIfWAhXFP48KHWogDrQQFghNMAg&usg=AFQjCNEAygLyd_VDWX7uDFhPzo3xtMx1dQ
National Food Truck Association	"The National Food Truck Association was organized by a group of regional food 
truck association representatives. Our goal is to provide resources and support ..."	http://www.nationalfoodtrucks.org/	http://www.google.com/url?q=http://www.nationalfoodtrucks.org/&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCBMwAA&usg=AFQjCNHcYSG5FwQuChFoXZ7uhZ4ijKf9Dg
10 companies that control the world's food - MarketWatch	"2 Sep 2014 ... 10 of the world's biggest and most influential food and beverage companies are 
so powerful that their ... Information on companies' brands come from corporate 
websites and Oxfam. ..... National averages from Bankrate.com."	http://www.marketwatch.com/story/10-companies-that-control-the-worlds-food-2014-09-01	http://www.google.com/url?q=http://www.marketwatch.com/story/10-companies-that-control-the-worlds-food-2014-09-01&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCBkwAQ&usg=AFQjCNHuFtmVQlx-xDCUo1f_PnRiTNwREw
The Food Commission: Organisations campaigning on food issues	"The GM Freeze is supported by an alliance of over 50 national organisations (
including The Food Commission) who share the public's concern over the speed
 ..."	http://www.foodcomm.org.uk/links/campaigning/	http://www.google.com/url?q=http://www.foodcomm.org.uk/links/campaigning/&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCCgwBA&usg=AFQjCNF_1TxqdEJE98tTv_nDeA2JLUIxoQ
Food Aid for the Hungry? - Global Policy Forum	"Some estimate that the US spends half of its food aid budget on national ... buys 
this food aid from a handful of large agribusiness companies and then pays for ..."	https://www.globalpolicy.org/world-hunger/46251-food-aid-for-the-hungry.html	http://www.google.com/url?q=https://www.globalpolicy.org/world-hunger/46251-food-aid-for-the-hungry.html&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCDUwBw&usg=AFQjCNHMsL29k_g5JLQ4C-jEDmUpJkp5cg
Organisations involved in disaster management | World ...	"1 Mar 2016 ... The Food and Agriculture Organisation of the UN (FAO) provides early ... It 
promotes cooperation between National Societies, and works to ..."	http://www.wcpt.org/disaster-management/Organisations-involved-in-disaster-management	http://www.google.com/url?q=http://www.wcpt.org/disaster-management/Organisations-involved-in-disaster-management&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCDswCA&usg=AFQjCNGAf-_GlTAZm3W_bUPUvc2i91OYaw
National Food and Nutrition Institute — ERA-LEARN 2020	"Organisation Type, National organisation ... food4me.org/partnerslist/2012-08-03
-10-55-01/2-content/174-national-food-anutrition-institute-izz-poland-poland-en."	https://www.era-learn.eu/network-information/organisations/national-food-and-nutrition-institute	http://www.google.com/url?q=https://www.era-learn.eu/network-information/organisations/national-food-and-nutrition-institute&sa=U&ved=0ahUKEwjgiumptIfWAhUJwI8KHTgDCK04ChAWCEIwCQ&usg=AFQjCNFgqvjZ2caEfscU-eLLn-KhfB2U_Q
Greater Lansing Food Bank: Home	"Greater Lansing Food Bank is a non-profit organization that provides food in 
Ingham, Eaton, Clinton, ... As the nation's leading domestic hunger-relief."	http://greaterlansingfoodbank.org/	http://www.google.com/url?q=http://greaterlansingfoodbank.org/&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFggZMAE&usg=AFQjCNGCbbSn9a56wpXc4bhumWSGJ6MYqQ
Your support can change Paula's life - Foodbank NSW & ACT	"22 Feb 2017 ... Most people don't think of domestic violence when they think about Foodbank, 
but the sad fact is an unsafe, volatile home makes it impossible ..."	https://www.foodbanknsw.org.au/paulastory/	http://www.google.com/url?q=https://www.foodbanknsw.org.au/paulastory/&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFggfMAI&usg=AFQjCNEq0YIPdjaif0_IU2YfuD3b7kuETA
Domestic and Family Violence Prevention Month - Foodbank ...	"15 May 2017 ... May is Queensland's Domestic and Family Violence prevention month - an 
awareness raising campaign to end domestic violence and abuse."	https://www.foodbankqld.org.au/2017/05/15/family-violence-prevention-month/	http://www.google.com/url?q=https://www.foodbankqld.org.au/2017/05/15/family-violence-prevention-month/&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFggxMAU&usg=AFQjCNEgE7Pwb1mCAWC2v5P7OtE-opezvw
Food Pantry | Independence House, Inc.	Independence House operates an in-house food pantry at the Hyannis office ...	http://independencehouse.org/get-involved/food-pantry/	http://www.google.com/url?q=http://independencehouse.org/get-involved/food-pantry/&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFgg3MAY&usg=AFQjCNErWMkWXH9MtLqW1o2NnwYSAB9yIg
Laguna Food Pantry - Lend A Hand	"Laguna Food Pantry is an agent of Second Harvest Food Bank of Orange ... 
network of food banks and the nation's leading domestic hunger-relief charity."	http://www.lagunafoodpantry.org/volunteer	http://www.google.com/url?q=http://www.lagunafoodpantry.org/volunteer&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFghAMAc&usg=AFQjCNE_eFBls1iSBuLZLlLE0lg9HMXgLg
How Do You Help Food Banks Get Exactly the Food They Need ...	"In the old system, food banks were ranked based on which needed the most food
. .... If you're running a domestic-violence shelter and you don't have to pay ..."	https://www.chicagobooth.edu/magazine/spring-2016/conversations/inquiry-required	http://www.google.com/url?q=https://www.chicagobooth.edu/magazine/spring-2016/conversations/inquiry-required&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFghFMAg&usg=AFQjCNEDy7LJrpGmb2R-lXCcrVqCkwdlhQ
Westside Food Bank - What Is Westside Food Bank?	"Westside Food Bank is an independent, non-governmental, 501(c)(3) non-profit 
corporation founded ... Women and children living in domestic violence shelters."	http://www.westsidefoodbankca.org/index.php?option=com_content&task=view&id=62	http://www.google.com/url?q=http://www.westsidefoodbankca.org/index.php%3Foption%3Dcom_content%26task%3Dview%26id%3D62&sa=U&ved=0ahUKEwiU7r-wtIfWAhUYTY8KHVBXB70QFghKMAk&usg=AFQjCNEJN8c1-JVcUgsgMAbQ_p4EFsoGBA
Benefits | Food Bank of South Jersey - The Food Bank of South Jersey	"Food Bank of South Jersey offers same sex domestic partner benefits. Employer 
Paid Long-Term Disability. Long-term disability coverage provided at no cost to ..."	http://foodbanksj.org/benefits/	http://www.google.com/url?q=http://foodbanksj.org/benefits/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCBMwAA&usg=AFQjCNGBbwt5RZ_eUYj7EpBhA2ldL33VKw
RCS: Help & Hope. Serving hungry, homeless, domestic violence ...	"RCS Food Bank is the largest distributor of emergency food to people, especially 
... The Haven of RCS Domestic Violence Center empowers victims of domestic ..."	https://www.rcspinellas.org/	http://www.google.com/url?q=https://www.rcspinellas.org/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCB4wAg&usg=AFQjCNGQm-cOpNxAZ4EZzUMNCysD8sYoBg
Our Story - Oregon Food Bank	"30 Mar 2017 ... We started off like most food banks did back in 1988. ... 200 food banks across 
the country, and the largest domestic hunger relief agency in the ..."	https://www.oregonfoodbank.org/about-us/our-story/	http://www.google.com/url?q=https://www.oregonfoodbank.org/about-us/our-story/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCCMwAw&usg=AFQjCNGlqlVPHR0EmfVdOfO4LnCiKLCP1Q
Food Bank Program | Jewish Family Service of Seattle	"The Food Bank is located on Capitol Hill in Seattle, on the corner of 16th Avenue 
and E. Pine Street. Please call for directions to the Eastside Food Bank."	http://www.jfsseattle.org/services/emergency-services/food-bank-program-emergency-services/	http://www.google.com/url?q=http://www.jfsseattle.org/services/emergency-services/food-bank-program-emergency-services/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCCkwBA&usg=AFQjCNFMwIjlEkouewu6oYqUaQs-RI_kbQ
About « The Food Bank for Monterey County	"The Food Bank for Monterey County is a member of Feeding America, the 
national network of food banks. Feeding America is the largest domestic hunger 
relief ..."	http://www.foodbankformontereycounty.org/contact/about/	http://www.google.com/url?q=http://www.foodbankformontereycounty.org/contact/about/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCC8wBQ&usg=AFQjCNFGUTBrmn71w4wmS_wSEnmTB8RYYA
Midwest Food Bank | FAQ's	"After the food is collected, sorted, and reviewed for quality, these food banks ... 
food pantries, shelters, day care centers, agencies for victims of domestic ..."	https://midwestfoodbank.org/who-we-are/faq-s	http://www.google.com/url?q=https://midwestfoodbank.org/who-we-are/faq-s&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCDQwBg&usg=AFQjCNEpIvAYIR2_IBKqTU38mFoJkhSnlg
The Trussel Trust - Bedford Foodbank	"children and vulnerable adults who come into contact with the foodbank. .... 
Where foodbank staff or volunteers witness an act of domestic violence, they 
must."	https://bedford.foodbank.org.uk/wp-content/uploads/sites/133/2017/02/Safeguarding-Policy-May-2016.pdf	http://www.google.com/url?q=https://bedford.foodbank.org.uk/wp-content/uploads/sites/133/2017/02/Safeguarding-Policy-May-2016.pdf&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCDkwBw&usg=AFQjCNEVFfvzq2AVFjvwU7ieiJjfgfVkBQ
About Us - Feeding South Florida	"The leading domestic hunger-relief organization in South Florida ... Feeding 
South Florida is the sole Feeding America food bank serving Palm Beach, 
Broward, ..."	https://feedingsouthflorida.org/about-us/	http://www.google.com/url?q=https://feedingsouthflorida.org/about-us/&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCD4wCA&usg=AFQjCNFw-RlDj0JKRcOBL7_cto6843BAeQ
13 Regional Food Bank Of Oklahoma Jobs in Oklahoma City, OK ...	"The Regional Food Bank of Oklahoma, a member of the Feeding America 
network of Food Banks, is the largest private domestic hunger-relief charity in the 
state ..."	https://www.linkedin.com/jobs/regional-food-bank-of-oklahoma-jobs-oklahoma-city-ok	http://www.google.com/url?q=https://www.linkedin.com/jobs/regional-food-bank-of-oklahoma-jobs-oklahoma-city-ok&sa=U&ved=0ahUKEwja-oOxtIfWAhUGtY8KHX1IAY44ChAWCEMwCQ&usg=AFQjCNExGerjFT_0GfLo4lrh-UxiSGy8fQ
Domestic Food Programs | Feed the Children	"When the money on SNAP cards goes down, visits to food pantries and other 
local charities go up. For hungry kids in the U.S., not knowing when they'll eat 
next ..."	http://www.feedthechildren.org/how/us/domestic-food-programs/	http://www.google.com/url?q=http://www.feedthechildren.org/how/us/domestic-food-programs/&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFgg9MAI&usg=AFQjCNGYs0ffQK__Eq3xjrFjeTCKTQo21g
Charity Food Programs That Can End Hunger in America - Feeding ...	"domestic violence, or any of the other problems, but hunger was such an ... My 
agency (Feeding America West Michigan Food Bank) is West Michigan's regional
."	http://www.feedwm.org/wp-content/uploads/2010/12/wnwn.pdf	http://www.google.com/url?q=http://www.feedwm.org/wp-content/uploads/2010/12/wnwn.pdf&sa=U&ved=0ahUKEwj9oOC2tIfWAhXMpI8KHU3SBloQFghSMAc&usg=AFQjCNEPq3Db-tK4xjuLhjI3cj9vQqZ34Q
OLIO - The Local Sharing Revolution	"OLIO is a free app connecting neighbours and local shops so surplus food ... food
? Browse what's available nearby (all is free or for donation to charity), request ..."	https://olioex.com/	http://www.google.com/url?q=https://olioex.com/&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCB0wAQ&usg=AFQjCNEBWaq7QsT2AZYiQMSas7apD3LR2Q
Feeding People Not Landfills - The Pizza Hut Harvest Program - Hut ...	"22 Apr 2016 ... But now, FDC is the go-to expert in all types of food donation ... 1992, it's been 
encouraging to see that the domestic food waste conversation is ..."	http://blog.pizzahut.com/deliver-hope/harvest-program/	http://www.google.com/url?q=http://blog.pizzahut.com/deliver-hope/harvest-program/&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCCgwAw&usg=AFQjCNEKUElMnfq_c1DYU3-p1JULR0-hUg
Starbucks Announces New Food Donation Program | Starbucks ...	"22 Mar 2016 ... Starbucks Leads Nationwide Effort to Donate Food ... the largest domestic hunger
-relief and food-rescue nonprofit in the U.S. – to redistribute ..."	https://news.starbucks.com/news/starbucks-food-donation-program	http://www.google.com/url?q=https://news.starbucks.com/news/starbucks-food-donation-program&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCDAwBQ&usg=AFQjCNF2zC7iMm-BFYDQSBhUm51lhWcNEg
Storehouse Food Bank - Urban Outreach	"Storehouse is Bolton's food bank and distribution project, providing ... debts, 
benefit delays, homelessness, domestic abuse, redundancy or family breakdown."	http://www.urbanoutreach.co.uk/portfolio-posts/storehouse/	http://www.google.com/url?q=http://www.urbanoutreach.co.uk/portfolio-posts/storehouse/&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCD8wCA&usg=AFQjCNFWJl0UWUA-2mGcXcGSw4rXbJyVuQ
Food banks don't solve food poverty. The UK must not ...	"8 Dec 2014 ... 'Under-resourced food charity and the private sector will never ... into domestic 
law, while creating a national, joined-up, food policy action plan ..."	https://www.theguardian.com/commentisfree/2014/dec/08/food-banks-poverty-uk-canada-right-to-food	http://www.google.com/url?q=https://www.theguardian.com/commentisfree/2014/dec/08/food-banks-poverty-uk-canada-right-to-food&sa=U&ved=0ahUKEwi5kKC3tIfWAhVHPI8KHbxjDz44ChAWCEUwCQ&usg=AFQjCNG083P305LKUq04ryoa5g-GaeO3Ug
Analysis and prediction of food donation behavior for a domestic ...	"Using data from a domestic hunger relief organization, we analyze the 
uncertainty associated with in-kind food donations. A comprehensive numerical 
study is ..."	http://www.sciencedirect.com/science/article/pii/S0925527316301700	http://www.google.com/url?q=http://www.sciencedirect.com/science/article/pii/S0925527316301700&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghHMAE&usg=AFQjCNHn3X8xssqYDnANMzWbTxnYgPcN5A
Analysis and Prediction of food donation behavior for a domestic ...	"On Jul 1, 2016 Lauren B. Davis (and others) published: Analysis and Prediction 
of food donation behavior for a domestic hunger relief organization."	https://www.researchgate.net/publication/305696741_Analysis_and_Prediction_of_food_donation_behavior_for_a_domestic_hunger_relief_organization	http://www.google.com/url?q=https://www.researchgate.net/publication/305696741_Analysis_and_Prediction_of_food_donation_behavior_for_a_domestic_hunger_relief_organization&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghgMAY&usg=AFQjCNHXdiVNCSrcsT95WYCbKKMYXtHKVA
Domestic Food Assistance: Summary of Programs - Federation of ...	"11 Jan 2017 ... themes across the network of domestic food assistance programs. ..... from USDA 
commodity foods as well as USDA's donation of bonus."	https://fas.org/sgp/crs/misc/R42353.pdf	http://www.google.com/url?q=https://fas.org/sgp/crs/misc/R42353.pdf&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghoMAg&usg=AFQjCNERpZfnb3KAF_Fp8JZQejpmJ5-7tQ
Donate - Christian Associates - Domestic Violence Center ...	"Donate. Christian Associates success is almost entirely the result of ... a donation 
of things such as clothing, furniture or perhaps food items, please go the ..."	http://catrl.org/donate/	http://www.google.com/url?q=http://catrl.org/donate/&sa=U&ved=0ahUKEwjWyf68tIfWAhXMtY8KHYeyAf8QFghuMAk&usg=AFQjCNFj5CoV8LjFj9IHhVhULzbk14Iysg
donate and make a difference for victims of domestic violence	"Your gift makes a difference in the lives of domestic violence victims by ... one 
month of food for all residents in shelter from the Larimer County Food Bank."	http://www.crossroadssafehouse.org/donate/	http://www.google.com/url?q=http://www.crossroadssafehouse.org/donate/&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCCAwAQ&usg=AFQjCNGy5J2jTJmIDGmtMNo49qpQBwWsbQ
Liability Protection for Food Donation - Public Health Law Center	"The Bill Emerson Good Samaritan Food Donation .... Second Harvest is now 
Feeding America and is the country's largest domestic charitable food bank. 5."	http://www.publichealthlawcenter.org/sites/default/files/resources/Liability%20Protection%20Food%20Donation.pdf	http://www.google.com/url?q=http://www.publichealthlawcenter.org/sites/default/files/resources/Liability%2520Protection%2520Food%2520Donation.pdf&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCCUwAg&usg=AFQjCNFXgkzZZYX0VAz8Fb6eLA6EIYqxCA
Ngos For Food Donation in Netaji Subhash Chandra Bose Domestic ...	"Ngos For Food Donation near Netaji Subhash Chandra Bose Domestic Airport-
Kolkata Airport, Kolkata. Find best Left Over Food Organisation. Get Phone ..."	https://www.justdial.com/Kolkata/NGOS-For-Food-Donation-in-Netaji-Subhash-Chandra-Bose-Domestic-Airport-Kolkata-Airport/nct-11311003	http://www.google.com/url?q=https://www.justdial.com/Kolkata/NGOS-For-Food-Donation-in-Netaji-Subhash-Chandra-Bose-Domestic-Airport-Kolkata-Airport/nct-11311003&sa=U&ved=0ahUKEwiNubu9tIfWAhVKs48KHeacBes4ChAWCDYwCA&usg=AFQjCNFKBcxy5dLz2CetLn7U82X1McznIw
U.S. Domestic Food Assistance Programs	"27 Aug 2015 ... Federal expenditures for USDA's domestic food and nutrition assistance 
programs totaled $103.6 billion in fiscal 2014 or 5 percent less than ..."	http://www.ncsl.org/research/human-services/u-s-domestic-food-assistance-programs.aspx	http://www.google.com/url?q=http://www.ncsl.org/research/human-services/u-s-domestic-food-assistance-programs.aspx&sa=U&ved=0ahUKEwi-0vXCtIfWAhVDLY8KHen6BzgQFggZMAE&usg=AFQjCNFb7QBVKAYM9tTjooyg2G1goy03PQ
Domestic Food Assistance: Summary of Programs - Digital Library	"31 Jul 2017 ... This report gives an overview of the federal programs that provide food 
assistance within the United States and the territories, including a ..."	https://digital.library.unt.edu/ark:/67531/metadc501974/	http://www.google.com/url?q=https://digital.library.unt.edu/ark:/67531/metadc501974/&sa=U&ved=0ahUKEwi-0vXCtIfWAhVDLY8KHen6BzgQFggmMAM&usg=AFQjCNEuw-rd2OoB-KoWdK2nDq1PJTYJjw
U.S. GAO - Domestic Food Assistance: Complex System Benefits ...	"15 Apr 2010 ... The federal government spends billions of dollars every year on domestic food 
assistance programs. The U.S. Department of Agriculture ..."	http://www.gao.gov/products/GAO-10-346	http://www.google.com/url?q=http://www.gao.gov/products/GAO-10-346&sa=U&ved=0ahUKEwi-0vXCtIfWAhVDLY8KHen6BzgQFggsMAQ&usg=AFQjCNESDn4Lunh5eEsKy8FvsyAbjrQfLQ
At a Glance: Domestic Food Assistance - IDEAS/RePEc	Downloadable! No abstract is available for this item.	https://ideas.repec.org/a/ags/uersfr/234495.html	http://www.google.com/url?q=https://ideas.repec.org/a/ags/uersfr/234495.html&sa=U&ved=0ahUKEwi-0vXCtIfWAhVDLY8KHen6BzgQFghEMAg&usg=AFQjCNF8h-YsoOtywNJ5k4m9sb6qCsdcxw
