State	Search Term	Page Number	Index of Search within the Page	Number of Times Domain Appeared within state	Title	Description	Link	Google Link
New Jersey	food insecurity	2	5	10	Hunger Facts & Figures: Food - Community FoodBank of New Jersey	www.CFBNJ.org Community FoodBank of NJ @CFBNJ Hunger Facts & Figures: Food 2011 FOOD INSECURITY RATE “Food insecurity is limited or uncertain availability of nutritionally adequate and safe foods or limited	http://www.cfbnj.org/_assets/library/2013/09/Food-Insecurity-Data_2013.pdf	www.cfbnj.org/_assets/library/2013/09/Food-Insecurity-Data_2013.pdf
New Jersey	food insecurity	2	6	3	Map the Meal Gap 2015 - Feeding America	Map the Meal Gap 2015: Overall Food Insecurity in New Jersey by Congressional District in 2013 1 Congressional District Population Food insecurity rate	http://www.feedingamerica.org/hunger-in-america/our-research/map-the-meal-gap/2013/NJ_AllCounties_CDs_MMG_2013.pdf	www.feedingamerica.org/hunger-in-america/our-research/map-the-meal...
New Jersey	food insecurity	2	7	1	End Food Insecurity by Abby F. - Letters to the Next …	New Jersey. End Food Insecurity . My letter is stating how we need to end food insecurity in the U.S for good. We have been trying to deal with this problem in many different ways. We can make a difference if we work hard to end this major issue. Dear Future President, Food insecurity is the state of being without reliable access to a …	https://letters2president.org/letters/12190	https://letters2president.org/letters/12190
New Jersey	food insecurity	2	8	1	Facing hunger here in New Jersey - Catholic Charities	Theresa Robinson shares her story of food insecurity at Christ Our Light in Cherry Hill on March 10 during the parish’s annual “Lenten Soup Supper,” an event raising awareness for hunger.	http://catholiccharitiescamden.org/theresa/	catholiccharitiescamden.org/theresa
New Jersey	food insecurity	2	9	1	New Jersey - Food Research & Action Center	Profile of Hunger, Poverty, and Federal Nutrition Programs New Jersey Demographics, Poverty and Food Insecurity Total People 8,958,013 Children (Under Age 18) 1,998,865	http://frac.org/wp-content/uploads/2016/10/nj.pdf	frac.org/wp-content/uploads/2016/10/nj.pdf
New Jersey	food insecurity	2	10	3	Hunger in New Jersey & The New Poor - YouTube		http://www.youtube.com/watch?v=k7-P4Lh6A50	www.youtube.com/watch?v=k7-P4Lh6A50
New York	food bank	1	1	1	Food Bank For New York City - Official Site	Food Bank For New York City warehouses and distributes free food for over 1.5 million hungry New Yorkers each year.	https://www.foodbanknyc.org/	https://www.foodbanknyc.org
New York	food bank	1	2	1	New York Food Banks | Food Banks in NY	View all New York food banks in your area and donate to those in need. There are tons of food banks in NY to visit today. Help the hungry today by donating to a food bank near you.	http://www.foodbanks.net/state/ny.html	www.foodbanks.net/state/ny.html
New York	food bank	1	3	1	Find Your Regional Food Bank - New York State Department of Health	Find Your Regional Food Bank. To find the regional food bank that distributes food to your local county Emergency Food Relief Organizations (EFRO), click on your region as noted from the map below.	https://www.health.ny.gov/prevention/nutrition/hpnap/regional_foodbank_map.htm	https://www.health.ny.gov/.../hpnap/regional_foodbank_map.htm
New York	food bank	1	4	2	New York Food Banks | Food Banks in New York NY	View all New York food banks in your area and donate to those in need. There are tons of food banks in New York, NY to visit today. Help the hungry today by donating to a food bank near you.	http://www.foodbanks.net/new-york-ny/	www.foodbanks.net › NY
New York	food bank	1	5	2	Careers - Food Bank For New York City	Food Bank For New York City offers more than jobs. We offer opportunities for inspired individuals to build careers while making a difference FOR our city.	http://www.foodbanknyc.org/careers/	www.foodbanknyc.org/careers
New York	food bank	1	6	1	Contact Us » Food Bank of Central New York	Food Bank of Central New York ... Contact Us. Food Bank of Central New York 7066 Interstate Island Road Syracuse, New York 13209	https://foodbankcny.org/about-us/contact/	https://foodbankcny.org/about-us/contact
New York	food bank	1	7	1	Food Bank For New York City - Wikipedia		https://en.wikipedia.org/wiki/Food_Bank_For_New_York_City	https://en.wikipedia.org/wiki/Food_Bank_For_New_York_City
New York	food bank	1	8	1	Home » Food Bank of Central New York	Foods that Nourish. Food Bank of Central New York emphasizes foods that promote and protect healthy living and decrease diet related diseases.	https://www.foodbankcny.org/	https://www.foodbankcny.org
New York	food bank	1	9	1	Food Bank for New York City	This is our city and ending hunger here takes us all. Did you know we need 800 volunteers every week at Food Bank For New York City? Volunteers are vital to the work Food Bank does throughout the five boroughs.	https://volunteer.foodbanknyc.org/	https://volunteer.foodbanknyc.org
New York	food bank	1	1	1	Food In New York - Search Food In New York		https://46120906.r.bat.bing.com/?ld=d3F5GJ_TvA59674UArOtUo8zVUCUyBJLjTJhPWkYqJq-1PObqdjQS1xNvzbz1Ho9sATmWfWubonFh27kiE99cmbfydGMpgrkA6XeGav65F57kkaRBIRzLITNMhYRSpF6-PLBbqxyT9FCqj6mbKf4xffHf0KT0&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520in%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food In New York
New York	food bank	2	1	2	Home » Food Bank of Central New York	Foods that Nourish. Food Bank of Central New York emphasizes foods that promote and protect healthy living and decrease diet related diseases.	https://www.foodbankcny.org/	https://www.foodbankcny.org
New York	food bank	2	2	1	Food Bank for New York City - Food Truck in Bronx	"See 20 photos and 1 tip from 311 visitors to Food Bank for New York City. ""The world's largest wholesale food distribution center. Food Bank For New..."""	https://foursquare.com/v/food-bank-for-new-york-city/4bd98de20115c9b695ab7780	foursquare.com › Food › Food Truck
New York	food bank	2	3	1	Food Bank For New York City - YouTube	Food Bank For New York City has been the city’s major hunger-relief organization working to end hunger throughout the five boroughs for more than 30 years. N...	http://www.youtube.com/user/FoodBankNYC	www.youtube.com/user/FoodBankNYC
New York	food bank	2	4	2	Food Bank for New York City | NYCWFF 2017	Click here to volunteer for the 2017 Food Network & Cooking Channel New York City Wine & Food Festival! The Food Network & Cooking Channel New York City Wine & Food Festival presented by Coca-Cola has raised $10.5 million to date to help fight hunger!	https://volunteer.foodbanknyc.org/nycwff2017	https://volunteer.foodbanknyc.org/nycwff2017
New York	food bank	2	5	1	Food Bank For New York City | LinkedIn	Learn about working at Food Bank For New York City. Join LinkedIn today for free. See who you know at Food Bank For New York City, leverage your professional network, and get hired.	https://www.linkedin.com/company/food-bank-for-new-york-city	https://www.linkedin.com/company/food-bank-for-new-york-city
New York	food bank	2	6	1	Match the Meals – Food Bank For New York City	Thanks, Whoopi! Whoopi Goldberg named the Million Meal Match Challenge (in support of Food Bank For New York City) one of her “Favorite Things” this holiday season!	https://www.matchthemeals.org/	https://www.matchthemeals.org
New York	food bank	2	7	1	Charity Navigator - Rating for Food Bank For New York …	Food Bank For New York City is a Human Services charity rated 3 of 4 stars by Charity Navigator. Located in Bronx, NY, it is one of 8,868 organizations rated by Charity Navigator.	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3712	https://www.charitynavigator.org/index.cfm?bay=search.summary&...
New York	food bank	2	8	1	Food Bank For New York City - Convio	Policies & Disclaimers ©2017 Food Bank For New York City. The Food Bank For New York City name, program names and materials are registered trade and service marks.	https://secure3.convio.net/fbnyc/site/Donation2?idb=1474389737&df_id=1360&1360.donation=form1	https://secure3.convio.net/fbnyc/site/Donation2?idb=1474389737&df...
New York	food bank	2	9	1	Food Bank For New York City - Posts | Facebook	Food Bank For New York City, Bronx, New York. 27,042 likes · 120 talking about this · 1,204 were here. The city's hub for integrated food poverty...	https://www.facebook.com/foodbanknyc/posts	https://www.facebook.com/foodbanknyc/posts
New York	food bank	2	10	1	York Foodbank | Feeding Local People in Crisis	The Trussell Trust runs the largest network of foodbanks in the UK, giving emergency food and support to people in crisis. Thirteen million people live below the poverty line and in the last year we gave 1,182,954 three-day emergency food supplies to people in crisis.	https://york.foodbank.org.uk/	https://york.foodbank.org.uk
New York	food bank	2	1	2	Food In New York - Search Food In New York		https://46120906.r.bat.bing.com/?ld=d3uJxxKcb__vJbvTEcopsNLjVUCUyW8f03zBkzMsQkRrUyq8ylvdXbdxagK5xPMT591JyvFcOcbu7hhw7bQ6NKnMWTDQ0NewtXwM46JYoj7r4gRzF4IKevx9XUE-mNIYA5CcBavlOf2cBuJapEJciLPtkFpb8&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520in%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food In New York
New York	food charity	1	1	2	Charity Navigator - Rating for Food Bank For New York …	Food Bank For New York City is a Human Services charity rated 3 of 4 stars by Charity Navigator. Located in Bronx, NY, it is one of 8,868 organizations rated by Charity Navigator.	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3712	https://www.charitynavigator.org/index.cfm?bay=search.summary&...
New York	food charity	1	2	1	In Lieu of Money, Toyota Donates Efficiency to New York Charity …	31-07-2013 · The Food Bank for New York City is the country’s largest anti-hunger charity, feeding about 1.5 million people every year. It leans heavily, as other charities do, on the generosity of businesses, including Target, Bank of America, Delta Air Lines and the New York Yankees. Toyota was also a donor	http://www.nytimes.com/2013/07/27/nyregion/in-lieu-of-money-toyota-donates-efficiency-to-new-york-charity.html	www.nytimes.com/2013/07/27/nyregion/in-lieu...to-new-york-charity.html
New York	food charity	1	3	1	Top Picks - NY Charity Guide - New York - NYMag	Food Bank For New York City 212-566-7855 This food-distribution program helps feed more than 1.5 million people per year citywide. Pitch in at the group’s Hunts Point warehouse preparing nonperishables collected from food drives for distribution, or volunteer at a local soup kitchen (call for a location near you). Through January, shop …	http://nymag.com/urban/articles/charityguide/toppicks.htm	nymag.com/urban/articles/charityguide/toppicks.htm
New York	food charity	1	4	3	Donate Food - Food Bank For New York City	Donations of product from food companies is central to Food Bank's ability to provide meals for New Yorkers who struggle to afford food.	http://www.foodbanknyc.org/donate-food/	www.foodbanknyc.org/donate-food
New York	food charity	1	5	1	City Harvest - Official Site	Help us fight hunger in New York City, one container or box of food at a time. START A DRIVE. Join us at BID. Our premier culinary tasting event brings together over 50 of New York City’s best chefs, restaurants and mixologists, ... Food Rescue. This year, City Harvest will collect 59 million pounds of good, nutritious food from farms, restaurants, …	https://www.cityharvest.org/	https://www.cityharvest.org
New York	food charity	1	6	1	Food charities - Time Out New York	Donate your time (or money) to these food charities.	https://www.timeout.com/newyork/restaurants/food-charities	https://www.timeout.com/newyork/restaurants/food-charities
New York	food charity	1	7	1	NY Charities - Donate to a New York State charity	A free site dedicated to helping everyone donate time, money or talent to New York's 98,000+ charities.	https://www.nycharities.org/	https://www.nycharities.org
New York	food charity	1	1	1	840 Hotels in New York - Great rates, guest-reviews.		https://0.r.bat.bing.com/?ld=d3JqAs1TbvcoLVetK_tEMweTVUCUyNnNl5kEgyPbqpMSd5_ct6R90NMWxSQykRy3fyLotVNWbfPmsowNy3O2fVgx_PmobPhxjV35tQS3_xB-7mO6yw_0rZF8x8B4F4k35M8lUuPSFUtIZt0BY7l3-sKTjXS_8&u=http%3a%2f%2fwww.booking.com%2fcity%2fus%2fnew-york.html%3faid%3d339462%26label%3dmsn-ZrjEghZFkfUDshBqs_axuA-6303857534%3atikwd-9348681241%3aneo%3amtb%3adec%3aqsNew%2520York%2520food%2520charity%26utm_campaign%3dUnited%2520States%2520of%2520America%26utm_medium%3dcpc%26utm_source%3dbing%26utm_term%3dZrjEghZFkfUDshBqs_axuA	www.Booking.com
New York	food charity	1	2	3	Food In New York - Search Food In New York		https://46120906.r.bat.bing.com/?ld=d32hzQ5JVI_19X63xiWEyqyjVUCUwPauOkyvtNoECs32cLC9WPdzwDS8DKr8AZx2IYE7DUMEMsWjuSxeeNAAfkXPVGBRu5nil3paLR50gHhsDUdypY55WBtOHtDxiKBpRsH_C7luAS2lFcHjTvG9NZhGOoUuU&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520in%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food In New York
New York	food charity	2	1	2	Charities for the Homeless and Hungry - NY Charity Guide - New York	Community Charities Cultural Institutions Environment/Preservation Health/ Medical Reserarch Homeless and Hungry In Your Neighborhood Mixed Bag Unusual Ways to Give : The Homeless and Hungry Bowery Mission 212-684-2800 Offers its 62 beds to homeless men who are recovering drug and alcohol addicts. The organization offers …	http://nymag.com/urban/articles/charityguide/homeless.htm	nymag.com/urban/articles/charityguide/homeless.htm
New York	food charity	2	2	2	Non-profits for helping the homeless in New York	Find ways to get involved with local non-profits, food banks and shelters in NYC to help someone in need. Start helping the homeless in NYC by ... More than 60,000 people are homeless in New York right ... Where to volunteer in NYC. Non-profits for helping the homeless. Ali Forney Center One of Bea Arthur’s favorite charities, the Ali Forney …	https://www.timeout.com/newyork/things-to-do/where-to-volunteer-homelessness	https://www.timeout.com/newyork/things-to-do/where-to-volunteer...
New York	food charity	2	3	3	Food charities - Time Out New York	Donate your time (or money) to these food charities.	https://www.timeout.com/newyork/restaurants/food-charities	https://www.timeout.com/newyork/restaurants/food-charities
New York	food charity	2	4	1	Charity Partners | Food Network & Cooking Channel New York …	Food Bank For New York City has been the city’s major hunger-relief organization working to end hunger throughout the five boroughs for more than 30 years.	https://nycwff.org/charity-partners/	https://nycwff.org/charity-partners
New York	food charity	2	5	1	New York Food Nonprofits and Charities - …	Find reviews, ways to donate and volunteer for nonprofits, charities and NGOs related to food in New York, NY.	https://greatnonprofits.org/city/new-york/NY/category:food/sort:review_count/direction:desc	https://greatnonprofits.org/city/new-york/NY/category:food/sort:...
New York	food charity	2	6	2	Charities Get Into Fast Food - The New York Times	07-11-2013 · A version of this article appears in print on November 8, 2013, on Page F9 of the New York edition with the headline: Charities Get Into Fast Food. Order Reprints | Today's Paper | Subscribe. Continue reading the main story. We’re interested in your feedback on this page. Tell us what you think. What's Next.	http://www.nytimes.com/2013/11/08/giving/charities-get-into-fast-food.html	www.nytimes.com/2013/11/08/giving/charities-get-into-fast-food.html
New York	food charity	2	7	1	Food Bank For New York City - Donate to a Charity	Make a donation to Food Bank For New York City in New York, NY. Claim this entry on Donation Planet if you are a representative of the Food Bank For New York City.	https://www.donationplanet.org/charity/food-bank-for-new-york-city/	https://www.donationplanet.org/charity/food-bank-for-new-york-city
New York	food charity	2	8	1	Food Bank New York | Charity Events New York	Posts about Food Bank New York written by mkuzbicki and jollynews	https://newyorkcharityblog.wordpress.com/category/food-bank-new-york/	https://newyorkcharityblog.wordpress.com/category/food-bank-new-york
New York	food charity	2	9	3	Where to Donate to Harvey Victims (and How to Avoid Scams) - The New ...	28-08-2017 · Join a deep and provocative exploration of race with a diverse group of New York Times journalists. Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. ... Catholic Charities provides food, clothing, shelter and support services to those from all …	https://www.nytimes.com/2017/08/28/us/donate-harvey-charities-scams.html?mcubz=0	https://www.nytimes.com/2017/08/28/us/donate-harvey-charities...
New York	food charity	2	10	1	New York, NY Charity Events | Eventbrite	Lining up plans in New York? Whether you're a local, new in town, or just passing through, you'll be sure to find something on Eventbrite that piques your interest.	https://www.eventbrite.com/d/ny--new-york/charity-events/	https://www.eventbrite.com/d/ny--new-york/charity-events
New York	food charity	2	1	4	Food In New York - Search Food In New York		https://46120906.r.bat.bing.com/?ld=d3GDMITQiw-kyT-YTjeDJTeTVUCUwnwpXXmCW2meTUO_e7wk01qmj5XwWRpYosLne0-l8tvQuHIi9EC6PxKAV46E53MOoF_SlCUjwiGH2xkN_yAqjdPxA_OdhktoyDQuPHRwnBG80sXmlN0gwd2rR6Ca-BSaQ&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520in%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food In New York
New York	food donation	1	1	1	Food Donations in NY | Hotfrog US	Food Bank of Central New York 7066 Interstate Island Road Syracuse We rely on food donations from food manufacturers, grocers, wholesalers, businesses and individuals to supplement our food inventory and these …	https://www.hotfrog.com/find/food-donations/ny/staten-island	https://www.hotfrog.com/find/food-donations/ny/staten-island
New York	food donation	1	2	4	Donate Food - Food Bank For New York City	Donations of product from food companies is central to Food Bank's ability to provide meals for New Yorkers who struggle to afford food.	http://www.foodbanknyc.org/donate-food/	www.foodbanknyc.org/donate-food
New York	food donation	1	3	1	This farm in New York only grows food for donation (10 ... - inhabitat.com	Sky High Farm in New York is on a mission to improve food security. The farm is owned by artist Dan Colen and its Black Barn was designed by Berman Horn Studio.	http://inhabitat.com/this-organic-farm-in-new-york-only-grows-food-for-donation-10-tons-and-counting/	inhabitat.com/...new-york-only-grows-food-for-donation-10-tons-and...
New York	food donation	1	4	1	Donate Food to the Homeless in NYC | The Bowery …	Thanks to the generosity of individuals and corporate donors, The Bowery Mission serves over 1,000 meals every day to the homeless and poor in New York City. Learn about how you can donate food to help.	https://www.bowery.org/donate/donate-goods/donate-food/	https://www.bowery.org/donate/donate-goods/donate-food
New York	food donation	1	5	1	Food Donation for Institutions and Businesses - The New York …	Food Donation should be one of the top strategies to reduce and manage excess food. Donating diverts excess food from disposal and gets it to people who can benefit most.	http://www.dec.ny.gov/chemical/96172.html	www.dec.ny.gov › … › Composting and Organic Materials Management
New York	food donation	1	6	4	Where to Donate to Harvey Victims (and How to Avoid Scams) - The New ...	28-08-2017 · Credit Alyssa Schukar for The New York Times . This article was updated on Wednesday. A large and complicated rescue operation is underway in Texas, and so far, ... the City of Houston Emergency Operations Center has posted a list of places where y ou can drop off donations. Houston Food Bank and the Food Bank of …	https://www.nytimes.com/2017/08/28/us/donate-harvey-charities-scams.html	https://www.nytimes.com/2017/08/28/us/donate-harvey-charities...
New York	food donation	1	7	2	Donate Food - City Harvest	Food Drives. Help us fight hunger in New York City, one container or box of food at a time.	https://www.cityharvest.org/programs/donate-food/	https://www.cityharvest.org/programs/donate-food
New York	food donation	1	1	2	840 Hotels in New York - Great rates, guest-reviews.		https://0.r.bat.bing.com/?ld=d3MB8gVwMftORzwM0z7Xh6rjVUCUwGxstm2E3tU5UGloIOkQWyKK20rTfwMcK_xXsaOZssz212pYz70QyKriUguBShnJ3h6y2kplzknL2tZWo2AVuRA0-2cQls7rw-iSoRBsk4lN1rOGBvKoiTsuuOr_iG31s&u=http%3a%2f%2fwww.booking.com%2fcity%2fus%2fnew-york.html%3faid%3d339462%26label%3dmsn-ZrjEghZFkfUDshBqs_axuA-6303857534%3atikwd-9348681241%3aneo%3amtb%3adec%3aqsNew%2520York%2520food%2520donation%26utm_campaign%3dUnited%2520States%2520of%2520America%26utm_medium%3dcpc%26utm_source%3dbing%26utm_term%3dZrjEghZFkfUDshBqs_axuA	www.Booking.com
New York	food donation	1	2	5	Food Of New York - Search Food Of New York		https://46120906.r.bat.bing.com/?ld=d3FmQFLwpinwFjMvth0_dFpDVUCUyxl1k_OFVd2Wqtjheyn2a2Uw43YD7gOnr-GMV0wGuXvdADZMv28qzwEAm8ankPczvBAJltY_N1WHd_ELxwiGzz1WZ4bBKBx5svvbpmDkSyFO_ozgcsmAhP_qXV0Ez9lUY&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520of%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food Of New York/Now
New York	food donation	1	3	3	New York Donation - New York Donation | about.com		https://0.r.bat.bing.com/?ld=d33NT5WJjLIdZtL4xrMBIMHDVUCUzz40jb8M5EPhVWQo_b6aRB8KghimS8ZGYh1AouXToLre1hA6vS01OEThl-iJizEThXwouehO9qeVbbt3GLJd4ixUNsqLge9lZHYM5B-yFU5rNRMmm131tsDAOs4PkeE8k&u=http%3a%2f%2findex.about.com%2fslp%3f%26q%3dnew%2byork%2bdonation%26sid%3db2018201-f36c-4f48-a519-88d92635ee82-0-ab_msb%26kwid%3dNew%2520York%2520food%2520donation%26cid%3d84456277102179	www.about.com/york donation
New York	food donation	2	1	2	Donate | Slow Food NYC	Slow Food NYC PO Box 30026 New York, ... Slow Food NYC is the local chapter of Slow Food USA and Slow Food International. Our mission is to make high quality, seasonal (and better tasting) food available to everyone; ... If your company has a matching gifts program, you may be able to increase the value of your donation …	https://www.nycharities.org/give/donate.aspx?cc=2740	https://www.nycharities.org/give/donate.aspx?cc=2740
New York	food donation	2	2	3	Donate Food - City Harvest	Food Drives. Help us fight hunger in New York City, one container or box of food at a time.	https://www.cityharvest.org/programs/donate-food/	https://www.cityharvest.org/programs/donate-food
New York	food donation	2	3	1	New York City Healthy Food Donation Partnership	My company will join the New York City Healthy Food Donation Partnership to help emergency food providers increase the amount and types of healthy foods they distribute through food pantries and	https://www1.nyc.gov/assets/doh/downloads/pdf/public/food-donation-partnership.pdf	https://www1.nyc.gov/assets/doh/downloads/pdf/public/food-donation...
New York	food donation	2	4	1	New York City bans food donations - WND	20-03-2012 · New York City homeless shelters have Mayor Michael Bloomberg to thank for a halt in food donations, for which hungry families are waiting, according to one public policy advocate. “The Bloomberg administration is now taking the term ‘food police’ to new depths, blocking food donations to all	http://www.wnd.com/2012/03/new-york-city-bans-food-donations/	www.wnd.com/2012/03/new-york-city-bans-food-donations
New York	food donation	2	5	5	Food Banks and Pantries - The New York Times	Commentary and archival information about food banks from The New York Times. News about food banks. ... News about Food Banks and Pantries, including commentary and archival articles published in The New York Times. Latest; Search. Search. Clear ... In buybacks and donation campaigns, dentists, schools and …	https://www.nytimes.com/topic/subject/food-banks-and-pantries	https://www.nytimes.com/topic/subject/food-banks-and-pantries
New York	food donation	2	6	1	Donate Food – Regional Food Bank of Northeastern New York	The Food Bank welcomes food donations from individuals and companies alike. If you would like to make a donation of food as an individual, please see Food Drives, or consider making a cash donation.	https://regionalfoodbank.net/donate-food/	https://regionalfoodbank.net/donate-food
New York	food donation	2	7	3	Agriculture Donations » Food Bank of Central New York	Agriculture Donations Food Bank of Central New York relies on food donations from manufacturers, wholesalers, retailers, and farmers. We collect fresh, canned, boxed and frozen food, and grocery products.	https://www.foodbankcny.org/get-involved/agriculture-donations/	https://www.foodbankcny.org/get-involved/agriculture-donations
New York	food donation	2	8	1	Donate NY Coalition for Healthy School Food	The Coalition for Healthy School Food (CHSF) is a statewide nonprofit that works to improve the health and well-being of New York's students by advocating for healthy plant-based foods, including local and organic where possible, farm to school programs, the elimination of unhealthy competitive foods in all areas of the school (not just the …	http://www.healthyschoolfood.org/donate.htm	www.healthyschoolfood.org/donate.htm
New York	food donation	2	9	1	new york food donations | The New Farmer's Blog	Posts about new york food donations written by The New Farmer	https://thenewfarmer.wordpress.com/tag/new-york-food-donations/	https://thenewfarmer.wordpress.com/tag/new-york-food-donations
New York	food donation	2	10	1	Food Bank of Central New York | Donate Now	$0.96 of every dollar donated to Food Bank of Central New York goes directly back into our programs and services.	https://donatenow.networkforgood.org/foodbankcny?code=Website	https://donatenow.networkforgood.org/foodbankcny?code=Website
New York	food assistance	1	1	1	New York Food Stamps Application	The New York food stamps program is an initiative by the state of New York and the US government, to provide food to low income families in the state.	https://benefitsapplication.com/program_info/NY/Food%20Stamps	https://benefitsapplication.com/program_info/NY/Food Stamps
New York	food assistance	1	2	2	SNAP Benefits - Food Policy - New York City - City of New York	SNAP Benefits. The Supplemental Nutrition Assistance Program (SNAP, formerly known as Food Stamps) provides food assistance for nearly 1.8 million low-income New Yorkers including families, the elderly, and the disabled.	http://www1.nyc.gov/site/foodpolicy/help/snap-benefits.page	www1.nyc.gov/site/foodpolicy/help/snap-benefits.page
New York	food assistance	1	3	1	New York City Food Assistance Collaborative - Food…	The New York City Food Assistance Collaborative is a coalition of major players working to alleviate hunger in New York City. Bringing together City Harvest, United Way of New York City, the New York City Human Resources Administration, and the New York State Department of Health Hunger Prevention and Nutrition Assistance Program, the …	https://jobs.foodtechconnect.com/companies/new-york-city-food-assistance-collaborative/	https://jobs.foodtechconnect.com/companies/new-york-city-food...
New York	food assistance	1	4	1	Emergency food assistance in New York City | CALS …	Issue: The resources and services of the Food Bank for New York City may not be meeting the needs of all New Yorkers who, from time to time, are food insecure and need emergency food assistance.	http://impact.cals.cornell.edu/project/emergency-food-assistance-new-york-city	impact.cals.cornell.edu/project/emergency-food-assistance-new-york...
New York	food assistance	1	5	3	SNAP ( Food Stamps ) | City of New York - NYC 311	Apply for the Supplemental Nutrition Assistance Program (SNAP), also known as Food Stamps, or make a complaint about the program. Get information about how a retailer can participate in the program.	http://www1.nyc.gov/nyc-resources/service/1113/snap-food-stamps	www1.nyc.gov/nyc-resources/service/1113/snap-food-stamps
New York	food assistance	1	6	1	New York City Food Assistance Collaborative - …	More food better distributed One in six New York City residents skips meals to save money, making emergency food assistance an essential service in the city. For people like Darryl, a father of four who struggles to provide for his family while fighting kidney cancer, the neighborhood food pantry is “a real help,” and not […]	https://www.redstonestrategy.com/case-studies/new-york-city-food-assistance-collaborative/	www.redstonestrategy.com › Case Studies
New York	food assistance	1	7	1	NEW YORK CITYWIDE GUIDE TO FOOD & ASSISTANCE	10 11 FOOD FOR KIDS Neighborhood Guide to Food and Assistance - New York Edition Neighborhood Guide to Food and Assistance - New York Edition Urban Health Plan - Bronx WIC	http://www.hungerfreeamerica.org/sites/default/files/atoms/files/Ciytwide_English_2017.pdf	www.hungerfreeamerica.org/sites/default/files/atoms/files/Ciytwide...
New York	food assistance	1	1	4	840 Hotels in New York - Great rates, guest-reviews.		https://0.r.bat.bing.com/?ld=d3oRAdJkgncoeHpLhR__Kk1zVUCUzxcviJsvVtCiziB_EzN48SCmPjN933AWas3aNjjS7IxkQGec7CuHgZcLvukFWMxrmQfMenbqICnFXE0x4t4pIQ4cOdG38NZhQlJm652VU31C1Dx5YW_DecuM_-uYdiXEk&u=http%3a%2f%2fwww.booking.com%2fcity%2fus%2fnew-york.html%3faid%3d339462%26label%3dmsn-ZrjEghZFkfUDshBqs_axuA-6303857534%3atikwd-9348681241%3aneo%3amtb%3adec%3aqsNew%2520York%2520food%2520assistance%26utm_campaign%3dUnited%2520States%2520of%2520America%26utm_medium%3dcpc%26utm_source%3dbing%26utm_term%3dZrjEghZFkfUDshBqs_axuA	www.Booking.com
New York	food assistance	1	2	6	Food Of New York - Search Food Of New York		https://46120906.r.bat.bing.com/?ld=d3nmg7A83P6Vt-QOInrFqfJTVUCUybDgh2IMViRyysVJsdPTuDZYPSG43UzRp4AWAfpqaTprQJ2PsmExVhEqsWQsF9f-oxNG6t2bWbmlLVdSU9zcdYGtIUq9-Y_oqOruI2-GuiD6LV5uv7gL_vovkCu7KB6oo&u=http%3a%2f%2fin.zapmetasearch.com%2fws%3fq%3dfood%2520of%2520new%2520york%26de%3dc%26asid%3dzm_in_ba_2_cg1_10	in.zapmetasearch.com/Food Of New York/Now
New York	food assistance	1	3	5	New York Assistance - New York Assistance | about.com		https://0.r.bat.bing.com/?ld=d3wI0gKz6GfuUDDPXG2zbV6TVUCUztObJcimdkVmMATSlZ9LhO272jdBuaID4HMGcai8ysr3tqqBmTqlTKQvrmASeX24-OJ8Wxf3fNeLeYskenkzrEU0eiisd3_2dNE09qKB8jJYRxZERItHgtuGgOtGs2U8Y&u=http%3a%2f%2findex.about.com%2fslp%3f%26q%3dnew%2byork%2bassistance%26sid%3d3b596bc0-69ef-4ac7-a853-b8509f8b1fc4-0-ab_msb%26kwid%3dNew%2520York%2520food%2520assistance%26cid%3d85280906702296	www.about.com/york assistance
New York	food assistance	2	1	2	New York City Food Assistance Collaborative - …	More food better distributed One in six New York City residents skips meals to save money, making emergency food assistance an essential service in the city. For people like Darryl, a father of four who struggles to provide for his family while fighting kidney cancer, the neighborhood food pantry is “a real help,” and not […]	https://www.redstonestrategy.com/case-studies/new-york-city-food-assistance-collaborative/	www.redstonestrategy.com › Case Studies
