Name	Description	Link	Google Link
Rise Against Hunger	Rise Against Hunger is an international hunger relief organization that distributes food and life-changing aid to the world's most vulnerable, mobilizing the ...	http://www.riseagainsthunger.org/	www.riseagainsthunger.org/
Forum on Functional Food: Proceedings : Strasbourg, Council of ...	Ms Peta COTTEE Peta Cottee is Deputy Co-ordinator for the National Food ... is an umbrella organisation of over 70 national organisations interested in food ... of Animal Science & Food Science of the University of Delaware, Newark, USA.	https://books.google.co.in/books?id=rcoHRUQ7_m4C&pg=PA350&lpg=PA350&dq=Delaware+food+organisations&source=bl&ots=R06lHII_sB&sig=iKb7OKk6NVjxevpNawdKT9zatfs&hl=en&sa=X&ved=0ahUKEwjt6aGZzYjWAhUGT48KHcFcB9U4ChDoAQg2MAQ	https://books.google.co.in/books?isbn=9287139091
Risks and Resilience of Collaborative Networks: 16th IFIP WG 5.5 ...	... of individuals and organisations from Liverpool UK-based food consortium of ... community of health-care providers in New Jersey, Delaware, Pennsylvania, ...	https://books.google.co.in/books?id=DZ-oCgAAQBAJ&pg=PA316&lpg=PA316&dq=Delaware+food+organisations&source=bl&ots=kKcCYrGV7Y&sig=2Z0sNNKz31RcLFx0jk_vk4qB5u4&hl=en&sa=X&ved=0ahUKEwjt6aGZzYjWAhUGT48KHcFcB9U4ChDoAQg-MAY	https://books.google.co.in/books?isbn=3319241419
Washington, DC Metro Area - Capital Area Food Bank – Washington ...	Empty Bowls. Three Empty Bowls events are returning to the Washington metro area this fall! No matter where you live or work, you can help fill the bowls of our ...	https://www.capitalareafoodbank.org/	https://www.capitalareafoodbank.org/
Capital Area Food Bank - Wikipedia	The Capital Area Food Bank is the largest organization in the Washington metro area working to solve hunger and its companion problems: chronic undernutrition, heart disease, diabetes, and obesity. By partnering with 444 community organizations in the District of Columbia, ...	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
Washington DC Food Pantries | Washington District Of Columbia Food ...	Washington DC Food pantries and food banks. We have the list of all food pantries in Washington.	https://www.foodpantries.org/ci/dc-washington	https://www.foodpantries.org/ci/dc-washington
Capital Area Food Bank - Home | Facebook	Capital Area Food Bank, Washington, DC. 17609 likes · 138 talking about this · 5336 were here. We envision a community in which everyone has access to...	https://www.facebook.com/CapitalAreaFoodBank/	https://www.facebook.com › ... › Professional Service
	Need Food for Your Hungry Family. Use Our Free Online Tool to Find Food Near You	/aclk?sa=l&ai=DChcSEwj4_KafzYjWAhUPCioKHWj6A4wYABAAGgJ0bQ&sig=AOD64_3QEZ34CqYur-v12K6kNJBfGQmFuQ&q=&ved=0ahUKEwj27KGfzYjWAhXCvo8KHWKsAxo4ChDRDAgj&adurl=	www.mdfoodbank.org/need-food
Washington DC food banks - Need Help Paying Bills	Get information on free food banks and pantries in Washington DC. A number of non-profit organizations can help low income District of Columbia families.	http://www.needhelppayingbills.com/html/washington_dc_food_banks.html	www.needhelppayingbills.com/html/washington_dc_food_banks.html
Food Bank Jobs, Employment in Washington, DC | Indeed.com	Jobs 1 - 10 of 346 - 346 Food Bank Jobs available in Washington, DC on Indeed.com. one search. all jobs.	https://www.indeed.com/q-Food-Bank-l-Washington,-DC-jobs.html	https://www.indeed.com/q-Food-Bank-l-Washington,-DC-jobs.html
Charity Navigator - Rating for Capital Area Food Bank	Sep 1, 2016 - Capital Area Food Bank is a Human Services charity rated 4 of 4 stars by Charity Navigator. Located in Washington, DC, it is one of 8955 ...	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3419	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3419
CapitalAreaFoodBank (@foodbankmetrodc) | Twitter	TY @Wawa for stopping by our DC facility to learn about how we're fighting hunger .... Pounds of food collected shouldn't be the only measure of a food bank's ...	https://twitter.com/foodbankmetrodc?lang=en	https://twitter.com/foodbankmetrodc?lang=en
Washington DC Food Pantries - Homeless Shelter Directory	Washington Food Pantries, Soup Kitchens, and Food Banks. Find emergency food resources in Washington DC.	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city=Washington&state=DC	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city...DC
338 Food Pantries In The Washington, DC Area | Suntopia.org	338 food pantries in the Washington, DC area that give free food to those in need. Includes program requirements and contact information for each food pantry.	http://www.suntopia.org/washington/dc/food_pantries.php	www.suntopia.org/washington/dc/food_pantries.php
	Massive flooding has trapped thousands. Give now to send medicine and supplies.	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABAAGgJzYw&sig=AOD64_24GnCmU8u3sPYNQGXenBd8v5eKEw&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwIIw&adurl=	help.americares.org/
	Families Never Receive a Bill for Treatment, Travel, Housing or Food	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABABGgJzYw&sig=AOD64_0VOmWcYcFr6R5JrTKNKNK_XbhJDg&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwIKA&adurl=	www.stjude.org/Donate
	Together we can change the lives of our homeless neighbors. Donate today!	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABAIGgJzYw&sig=AOD64_1z_lHnBpnk7NniOhvs_hAjEo36zg&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwINA&adurl=	donate.missiondc.org/donate/Washington_DC
	Find Your Local Food Pantry Your Extra Food Helps The Needy	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABANGgJzYw&sig=AOD64_31S6fHHgo-ohlfIStGfLlCe8zXmA&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwIPQ&adurl=	www.ampleharvest.org/
	Healing, strengthening & empowering communities & people in need.	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABAOGgJzYw&sig=AOD64_2e2PZ3MLfYzVA9aVI4O_bC9h4QWw&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwIuwE&adurl=	www.charities.org/
	Find out more about the sustainable development projects we support.	/aclk?sa=l&ai=DChcSEwie04GjzYjWAhXVEWgKHXlTAEwYABAPGgJzYw&sig=AOD64_0hFGGSYrM4x9AhOC-tPd0YtaNjCA&q=&ved=0ahUKEwiqnf2izYjWAhWLr48KHQnlCSQQ0QwIvgE&adurl=	www.shining-hope.org/
Washington, DC Metro Area - Capital Area Food Bank – Washington ...	Empty Bowls. Three Empty Bowls events are returning to the Washington metro area this fall! No matter where you live or work, you can help fill the bowls of our ...	https://www.capitalareafoodbank.org/	https://www.capitalareafoodbank.org/
Volunteer - Capital Area Food Bank – Washington, DC Metro Area	Dust off you bell bottoms and join us on Wednesday August 30, from 6- 8pm for a special themed sort and pack at our DC Distribution Center! Call Roxann Seals ...	https://www.capitalareafoodbank.org/volunteer-5/	https://www.capitalareafoodbank.org/volunteer-5/
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
Washington DC Food Pantries | Washington District Of Columbia Food ...	Provides a food pantry. Serves District of Columbia. Documentation: Referral form required from DC - DHS or Capitol Hill Group Ministry Pantry hours: Mondays ...	https://www.foodpantries.org/ci/dc-washington	https://www.foodpantries.org/ci/dc-washington
Capital Area Food Bank - Wikipedia	The Capital Area Food Bank is the largest organization in the Washington metro area working to solve hunger and its companion problems: chronic undernutrition, heart disease, diabetes, and obesity. By partnering with 444 community organizations in the District of Columbia, ...	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank
Capital Area Food Bank - Home | Facebook	Capital Area Food Bank, Washington, DC. 17609 likes · 138 talking about this · 5336 were here. We envision a community in which everyone has access to...	https://www.facebook.com/CapitalAreaFoodBank/	https://www.facebook.com › ... › Professional Service
Food Pantry – Bread for the City	Food Pantry ... Southeast Center. 1640 Good Hope Road SE, DC 20020. Ph : 202-561-8587. Mon-Thu 9:00am-5pm. Friday 9:00am-12pm ...	https://breadforthecity.org/volunteers/food-pantry/	https://breadforthecity.org/volunteers/food-pantry/
Washington DC food banks - Need Help Paying Bills	Some of the charities may even deliver a meal to a senior citizen or individual that is homebound. The Washington DC food pantries can provide assistance and ...	http://www.needhelppayingbills.com/html/washington_dc_food_banks.html	www.needhelppayingbills.com/html/washington_dc_food_banks.html
A Guide to Washington DC Charities - TripSavvy	Nov 29, 2016 - See a guide to the top charities that serve the Washington DC area including ... DCCK seeks to combat hunger by recycling unused food and ...	https://www.tripsavvy.com/washington-dc-charities-1039800	https://www.tripsavvy.com › ... › United States › Washington, D.C. › Essentials
Washington DC Food Pantries - Homeless Shelter Directory	Central Union Mission - Food Bank is a food pantry. Serves District of Columbia. Documentation: Verification of residency (utility bill, rent receipts or lease), age ...	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city=Washington&state=DC	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city...DC
Charity Navigator - Rating for Food & Friends	May 1, 2017 - Food & Friends is a Human Services charity rated 3 of 4 stars by Charity Navigator. Located in Washington, DC, it is one of 8955 organizations ...	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7124	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7124
Food Donation Information - Child Support Services Division - DC.gov	4606 16th Street, NW, Washington, DC 20011 (202) 829- ... 1231 Good Hope Road, SE, Washington, DC 20020 (202) 889-5607. Crowder Owens Food Bank.	https://cssd.dc.gov/page/food-donation-information	https://cssd.dc.gov/page/food-donation-information
	Help Washington DC's Needy. Change the lives of homeless and hurting people.	/aclk?sa=l&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABAAGgJ0bQ&sig=AOD64_3VM6LMLcmbLZBiGTucjVS1XOCEZg&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwIIw&adurl=	donate.missiondc.org/donate/Washington_DC
	American Association for Cancer Research- Donate Volunteer or Take Action	/aclk?sa=l&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABABGgJ0bQ&sig=AOD64_1KI7iBxbwGXA53rra2l9wtILsY4A&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwIJw&adurl=	www.aacrfoundation.org/
	Find Your Local Food Pantry Your Extra Food Helps The Needy	/aclk?sa=l&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABACGgJ0bQ&sig=AOD64_38wnffDa66m0njybfU2uqFAY1tpA&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwIKg&adurl=	www.ampleharvest.org/
	Donate for Global giving NGO Older People, Food Donation Online Elderly People.	/aclk?sa=l&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABADGgJ0bQ&sig=AOD64_2wDCRRrc7h66MxHmvtTcjwwnApUg&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwILQ&adurl=	www.serudsindia.org/
	Help Ashray Akruti to feed the needy Children	/aclk?sa=L&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABAEGgJ0bQ&sig=AOD64_15GkKHlUGj99K_VTkK_ArD9RnaqA&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwIowE&adurl=	www.ashrayakruti.org/
	Help the Less Fortunate eat. Donate Food Today!	/aclk?sa=l&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABAJGgJ0bQ&sig=AOD64_0ZNhyoUITVKozLFrQBWU0uvxmCaw&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwIrAE&adurl=	www.lakeviewpantry.org/Donate-Food
	There Is So Much Food Wasted. Donate And Help Feed Your Hungry Neighbors.	/aclk?sa=L&ai=DChcSEwinoMupzYjWAhVWCioKHXfYA0kYABAPGgJ0bQ&sig=AOD64_0PUhNapmYOh9WKKj-4HopmpE84-w&q=&ved=0ahUKEwjGrsWpzYjWAhXDwI8KHf2PCGEQ0QwItgE&adurl=	www.foodshuttle.org/
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
Donate Food - Capital Area Food Bank – Washington, DC Metro Area	When you donate food, you're feeding the minds and bodies of children and families. We rely on support from retailers, community groups, and people just like ...	https://www.capitalareafoodbank.org/donate-food/	https://www.capitalareafoodbank.org/donate-food/
Washington, DC Metro Area - Capital Area Food Bank – Washington ...	Empty Bowls. Three Empty Bowls events are returning to the Washington metro area this fall! No matter where you live or work, you can help fill the bowls of our ...	https://www.capitalareafoodbank.org/	https://www.capitalareafoodbank.org/
DC Central Kitchen Donate	Donate Online. Donate By Check. Donate Food. Other Ways to Donate. Your donation will provide nutritious meals to marginalized and at-risk adults; empower ...	https://dccentralkitchen.org/donate/	https://dccentralkitchen.org/donate/
Food Donation Information - Child Support Services Division - DC.gov	4606 16th Street, NW, Washington, DC 20011 (202) 829- ... 1231 Good Hope Road, SE, Washington, DC 20020 (202) 889-5607. Crowder Owens Food Bank.	https://cssd.dc.gov/page/food-donation-information	https://cssd.dc.gov/page/food-donation-information
Washington DC Food Pantries - Homeless Shelter Directory	Washington Food Pantries, Soup Kitchens, and Food Banks. Find emergency food resources in Washington DC.	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city=Washington&state=DC	https://www.homelessshelterdirectory.org/cgi-bin/id/cityfoodbanks.cgi?city...DC
Washington DC food banks - Need Help Paying Bills	Get information on free food banks and pantries in Washington DC. A number of non-profit organizations can help low income District of Columbia families.	http://www.needhelppayingbills.com/html/washington_dc_food_banks.html	www.needhelppayingbills.com/html/washington_dc_food_banks.html
Food Pantry – Bread for the City	Food Pantry ... Southeast Center. 1640 Good Hope Road SE, DC 20020. Ph : 202-561-8587. Mon-Thu 9:00am-5pm. Friday 9:00am-12pm ...	https://breadforthecity.org/volunteers/food-pantry/	https://breadforthecity.org/volunteers/food-pantry/
	Help Washington DC's Needy. Change the lives of homeless and hurting people.	/aclk?sa=l&ai=DChcSEwjtsPKrzYjWAhVKE48KHdYGDHMYABAAGgJzYg&sig=AOD64_2rPSirpQ0exWwASlLFiX0e1V-3RQ&q=&ved=0ahUKEwjhnO-rzYjWAhWHMY8KHd_aDDA4ChDRDAhq&adurl=	donate.missiondc.org/donate/Washington_DC
food - Catholic Charities - Archdiocese of Washington	food. September 8, 2016. | By bbdeveloper. Categories. Feature · Other ... Get Involved. Volunteer · Donate · Events · Careers. About Us. Our Work · Financials	https://www.catholiccharitiesdc.org/food/	https://www.catholiccharitiesdc.org/food/
Donate | Martha's Table	Your gift will be put straight to work increasing access to education, food, and opportunity for children and families in our community. ... Washington, DC 20009	http://marthastable.org/donate/	marthastable.org/donate/
Capital Area Food Bank - Wikipedia	The Capital Area Food Bank is the largest organization in the Washington metro area working to solve hunger and its companion problems: chronic undernutrition, heart disease, diabetes, and obesity. By partnering with 444 community organizations in the District of Columbia, ...	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank	https://en.wikipedia.org/wiki/Capital_Area_Food_Bank
Charity Navigator - Rating for Capital Area Food Bank	Sep 1, 2016 - Capital Area Food Bank is a Human Services charity rated 4 of 4 stars by Charity Navigator. Located in Washington, DC, it is one of 8955 ...	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3419	https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3419
Commercial Food Waste - Thrive DC	Jun 20, 2017 - Thrive DC can serve one meal for $1.80. We keep our costs low by partnering with stores and supermarkets to get good, healthy food donated.	https://www.thrivedc.org/donate/inkind/foodwaste/	https://www.thrivedc.org/donate/inkind/foodwaste/
SNAP - Department of Human Services - DC.gov	Supplemental Nutrition Assistance (SNAP) The Supplemental Nutrition Assistance Program (SNAP) is the new name for the federal Food Stamp Program. The Districts' SNAP program helps income eligible residents and families buy the food they need for good health.	https://dhs.dc.gov/service/supplemental-nutrition-assistance-snap	https://dhs.dc.gov/service/supplemental-nutrition-assistance-snap
District of Columbia Supplemental Nutrition Assistance Program ...	The United States Department of Agriculture's (USDA) Supplemental Nutrition Assistance Program (SNAP), formerly known as the Food Stamp Program, provides food benefits, access to a healthy diet, and education on food preparation and nutrition to low-income households. ... SNAP is the federal name for the program.	https://www.benefits.gov/benefits/benefit-details/1368	https://www.benefits.gov/benefits/benefit-details/1368
Washington D.C. Food Stamp Program's Unofficial Guide	Introduction. SNAP was formerly known as the food stamp program in Washington D.C. The program helps low-income families with an EBT card that can be ...	http://www.foodstamps.org/washington-dc	www.foodstamps.org/washington-dc
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
District Of Columbia Food Stamp Offices	District Of Columbia Food Stamp ESA Offices administrates your local Program under the District Of Columbia guidelines. The Supplemental Nutrition ...	https://foodstampoffice.us/district-of-columbia-food-stamp-offices/	https://foodstampoffice.us/district-of-columbia-food-stamp-offices/
District Of Columbia Food Stamp Application Form | US FOOD STAMP ...	Your District Of Columbia Food Stamp Application Form may be filed at your local ESA Service Center Center. You can fax the form in, or mail it to your local ...	https://foodstampoffice.us/district-of-columbia-food-stamp-offices/district-of-columbia-food-stamp-application-form/	https://foodstampoffice.us/district-of-columbia-food-stamp.../district-of-columbia-food-s...
Get Help - Capital Area Food Bank – Washington, DC Metro Area	The Food Bank Network creates links to the CAFB's network of food assistance partners and programs while providing real time access to services such as ...	https://www.capitalareafoodbank.org/get-help/	https://www.capitalareafoodbank.org/get-help/
Food Assistance - Catholic Charities - Archdiocese of Washington	Food Assistance. We believe no one should go hungry. We offer several programs that can help get food on your table tonight. We also run ... Washington, DC.	https://www.catholiccharitiesdc.org/food-2/	https://www.catholiccharitiesdc.org/food-2/
Chapter 2B. Food Stamp Expansion. - DC Code -	Feb 26, 2015 - Short title: Section 5080 of D.C. Law 18-111 provided that subtitle I of title V of the act may be cited as the “Food Stamp Expansion Act of 2009”.	https://beta.code.dccouncil.us/dc/council/code/titles/4/chapters/2B/	https://beta.code.dccouncil.us/dc/council/code/titles/4/chapters/2B/
Washington DC food banks - Need Help Paying Bills	Get information on free food banks and pantries in Washington DC. A number of non-profit organizations can help low income District of Columbia families.	http://www.needhelppayingbills.com/html/washington_dc_food_banks.html	www.needhelppayingbills.com/html/washington_dc_food_banks.html
	Find Your Local Food Pantry Your Extra Food Helps The Needy	/aclk?sa=l&ai=DChcSEwj9ibm1zYjWAhUHHmgKHepRCX4YABAAGgJzYw&sig=AOD64_1nMLQtwT-pwK49e70R7N-O1lxqqw&q=&ved=0ahUKEwiw7bO1zYjWAhUJL48KHWmLACYQ0QwIbg&adurl=	www.ampleharvest.org/
Washington, DC Metro Area - Capital Area Food Bank – Washington ...	Empty Bowls. Three Empty Bowls events are returning to the Washington metro area this fall! No matter where you live or work, you can help fill the bowls of our ...	https://www.capitalareafoodbank.org/	https://www.capitalareafoodbank.org/
Volunteer - Capital Area Food Bank – Washington, DC Metro Area	Dust off you bell bottoms and join us on Wednesday August 30, from 6- 8pm for a special themed sort and pack at our DC Distribution Center! Call Roxann Seals ...	https://www.capitalareafoodbank.org/volunteer-5/	https://www.capitalareafoodbank.org/volunteer-5/
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
DC Central Kitchen	SEE HOW WE'RE MAKING CHANGE. DC Central Kitchen presents our latest annual report, with highlights and success stories from the year. View report ...	https://dccentralkitchen.org/	https://dccentralkitchen.org/
Food Pantry – Bread for the City	Food Pantry ... Southeast Center. 1640 Good Hope Road SE, DC 20020. Ph : 202-561-8587. Mon-Thu 9:00am-5pm. Friday 9:00am-12pm ...	https://breadforthecity.org/volunteers/food-pantry/	https://breadforthecity.org/volunteers/food-pantry/
Vegan Food Outreach at DC St. Patrick's Day Parade - Facebook	Join FARM and hand out tasty vegan teriyaki Primal Strips at the St. Patrick's Day Parade in Washington DC! FARM staff and volunteers will hand out vegan ...	https://www.facebook.com/events/1276454409114424	https://www.facebook.com/events/1276454409114424
Vegan Food Outreach at DC Cherry Blossom Parade - Facebook	Join FARM for a fun morning of outreach at the internationally well-known Cherry Blossom Parade in Washington, DC! We'll be handing out literature and...	https://www.facebook.com/events/1304742402920107/	https://www.facebook.com/events/1304742402920107/
Vegan Food Outreach at DC Cherry Blossom Parade - Facebook	Join FARM for a fun morning of outreach at the internationally well-known Cherry Blossom Parade in Washington, DC! We'll be handing out literature and...	https://www.facebook.com/events/1304742402920107/	https://www.facebook.com/events/1304742402920107/
Outreach - Thrive DC	Jun 23, 2017 - There are 8,000 – 10,000 homeless individuals in DC. ... Thrive DC has a world class outreach team that is available for a presentation at your ...	https://www.thrivedc.org/outreach/	https://www.thrivedc.org/outreach/
Thrive DC : At the Heart of a New Start	Thrive DC works to prevent and end homelessness in Washington, DC by providing vulnerable people with a wide range of services to help stabilize their lives.	https://www.thrivedc.org/	https://www.thrivedc.org/
Community Outreach Jobs, Employment in Washington, DC | Indeed ...	Aug 7, 2017 - 1583 Community Outreach Jobs available in Washington, DC on Indeed.com. one search. all jobs.	https://www.indeed.com/q-Community-Outreach-l-Washington,-DC-jobs.html	https://www.indeed.com/q-Community-Outreach-l-Washington,-DC-jobs.html
SHARE Food Network - Catholic Charities - Archdiocese of Washington	Healthier Families. Stronger Communities. A sustainable, social enterprise of Catholic Charities that helps anyone save money on nutritious, healthy food.	https://www.catholiccharitiesdc.org/share/	https://www.catholiccharitiesdc.org/share/
D.C. Free Summer Meals Program Planning and Promotion Intern Job ...	May 21, 2017 - D.C. Hunger Solutions, an initiative of the Food Research and Action ... As the hub of anti-hunger advocacy, outreach, research, and public ...	https://www.linkedin.com/jobs/view/369174355	https://www.linkedin.com/jobs/view/369174355
Advocacy - Capital Area Food Bank	Advocacy is the means by which the food bank raises awareness and mobilizes ... In Washington, D.C.: The Fair Budget Coalition, The Senior Advisory Coalition ...	https://www.capitalareafoodbank.org/advocacy/	https://www.capitalareafoodbank.org/advocacy/
Food Policy | DC Greens	DC Greens advocates for policy that supports the sector’s work on the ground. We have been engaged with the passage of the DC Healthy Schools Act; the DC Healthy Tots Act; the DC Food Policy Council and Director Act; the Urban Farming and Food Security Act; and the upcoming D.C.	http://dcgreens.org/dc-policy/	dcgreens.org/dc-policy/
D.C. Hunger Solutions	A description for this result is not available because of this site's robots.txtLearn more	http://www.dchunger.org/	www.dchunger.org/
Food Policy Action | FPA | FoodPolicyAction.org	Food Policy Action's mission is to highlight the importance of food policy and to promote policies that support healthy diets, reduce hunger at home and abroad, ...	http://foodpolicyaction.org/	foodpolicyaction.org/
Advocacy Jobs, Employment in Washington, DC | Indeed.com	Jobs 1 - 10 of 1930 - 1930 Advocacy Jobs available in Washington, DC on Indeed.com. one ... National Restaurant Association - 21 reviews - Washington, DC ...	https://www.indeed.com/q-Advocacy-l-Washington,-DC-jobs.html	https://www.indeed.com/q-Advocacy-l-Washington,-DC-jobs.html
Advocacy Research Food Program Jobs, Employment | Indeed.com	Jobs 1 - 10 of 288 - 288 Advocacy Research Food Program Jobs available on Indeed.com. ... Center for International Private Enterprise - Washington, DC 20005 ...	https://www.indeed.com/q-Advocacy-Research-Food-Program-jobs.html	https://www.indeed.com/q-Advocacy-Research-Food-Program-jobs.html
Team – DC Food Policy Council	Members (as of Summer 2016) Staff Laine Cidlowski, AICP, DC Food Policy ... Paula Reichel | Advocacy Director, Capital Area Food Bank Caesar Layton ...	https://dcfoodpolicy.org/about/our-team/	https://dcfoodpolicy.org/about/our-team/
State Anti-Hunger Organizations - Food Research & Action Center	Arkansas Advocates for Children and Families · Arkansas Foodbank · Arkansas Hunger Relief Alliance · Children's ... District of Columbia. D.C. Hunger Solutions.	http://frac.org/about/1303-2	frac.org › About Us
2013: Food Justice - Ecumenical Advocacy Days for Global Peace ...	At God's Table: Food Justice for a Healthy World Ecumenical Advocacy Days' 2013 National Gathering in Washington, DC focused on fighting injustices in the.	https://advocacydays.org/2013-at-gods-table/	https://advocacydays.org/2013-at-gods-table/
DMV Food Truck Association - Washington, DC	DC's food truck industry is thriving. Click here to learn more about vending license application process and click here for a vendor information packet.	http://www.dmvfta.org/washingtondc	www.dmvfta.org/washingtondc
Issues & Advocacy | National Restaurant Association	1, 2016, but a federal district court judge on Nov. 22 said the rule won't go into effect until the courts rule on several lawsuits challenging the regulation .	http://www.restaurant.org/advocacy	www.restaurant.org/advocacy
D.C. Hunger Solutions	A description for this result is not available because of this site's robots.txtLearn more	http://www.dchunger.org/	www.dchunger.org/
Brainfood | Engage, Empower, and Employ Youth in the Washington ...	Brainfood uses the power of food to engage, empower, and employ youth in the DC area. Help support their entrepreneurial efforts.	https://brain-food.org/	https://brain-food.org/
A Guide to Washington DC Charities - TripSavvy	Nov 29, 2016 - See a guide to the top charities that serve the Washington DC area ... A Guide to Charitable Organizations in the Capital Region ... DCCK seeks to combat hunger by recycling unused food and delivering meals to the needy.	https://www.tripsavvy.com/washington-dc-charities-1039800	https://www.tripsavvy.com › ... › United States › Washington, D.C. › Essentials
District Of Columbia Food Pantries | Food Banks, Food Pantries, Food ...	There are several food pantries and food banks in the state of District Of Columbia. With help from users like you we have compiled a list of some. If you know of ...	https://www.foodpantries.org/st/district_of_columbia	https://www.foodpantries.org/st/district_of_columbia
Food Companies in District of Columbia - Manta	250 Food Companies in District of Columbia. Search or browse our list of Food companies in District of Columbia by category or location.	http://www.manta.com/mb_43_C2_09/food/district_of_columbia	www.manta.com › Companies › Food › United States
Thrive DC : At the Heart of a New Start	Thrive DC works to prevent and end homelessness in Washington, DC by providing vulnerable people with a wide range of services to help stabilize their lives.	https://www.thrivedc.org/	https://www.thrivedc.org/
Food & Friends	Volunteers are the heart of Food & Friends. .... project providing meals for individuals in the Washington, DC region living with poorly-managed type 2 diabetes. ... One of those amazing organizations is the Washington AIDS Partnership (WAP).	https://foodandfriends.org/	https://foodandfriends.org/
FoodCorps Washington, D.C. - Connecting kids to healthy food in school	D.C. is home to a vast network of food and agriculture organizations that continually collaborate to support schools and their surrounding communities.	https://foodcorps.org/apply/where-youll-serve/district-of-columbia/	https://foodcorps.org › Apply › Where You’ll Serve
Capital City Farming: 10 Urban Agriculture Projects in Washington, DC ...	Feb 23, 2014 - The urban agriculture movement in Washington, DC, is continuing to grow, ... The company works with organizations to make lightweight and low-cost ... Columbia University and creates a more sustainable food system by ...	https://foodtank.com/news/2014/02/capital-city-farming-10-urban-agriculture-projects-in-washington-dc/	https://foodtank.com/.../capital-city-farming-10-urban-agriculture-projects-in-washing...
